book_id,isbn,title,author_id,genre,language,format,pages,price,copies_sold,rating,status,publish_date
916,ISBN-100916,Into the Unknown 874,28,Fiction,Japanese,Hardcover,790,1588.58,327848,4.87,published,1995-07-15
917,ISBN-100917,The Silent Storm 699,41,History,Spanish,Audiobook,455,447.8,412496,4.62,published,1991-03-30
918,ISBN-100918,The Turning Point 106,23,Science Fiction,Filipino,Hardcover,467,1865.5,190762,1.27,upcoming,2002-06-29
919,ISBN-100919,The Final Chapter 663,11,Self-Help,Spanish,Audiobook,611,612.48,52333,2.23,out_of_print,2004-07-08
920,ISBN-100920,Echoes in the Dark 612,47,Biography,Japanese,E-Book,348,1270.85,44018,2.07,published,1995-02-02
921,ISBN-100921,Falling into Place 346,36,Mystery,Spanish,Audiobook,171,2276.37,303613,2.3,published,2019-12-12
922,ISBN-100922,Beyond the Horizon 627,42,Fantasy,Japanese,Audiobook,839,1338.79,121232,2.4,published,1986-06-29
923,ISBN-100923,The Unfinished Story 511,16,Self-Help,Japanese,Hardcover,552,2315.03,118232,2.04,out_of_print,1985-03-26
924,ISBN-100924,The Broken Mirror 36,43,Science Fiction,Filipino,Hardcover,659,542.16,409434,1.45,upcoming,1994-04-10
925,ISBN-100925,The Missing Piece 854,31,Non-Fiction,Filipino,Audiobook,237,2136.9,10429,4.96,published,1988-11-20
926,ISBN-100926,Falling into Place 830,5,History,Japanese,E-Book,189,1493.48,148679,4.4,published,1983-09-03
927,ISBN-100927,A New Beginning 755,10,Fiction,Filipino,Hardcover,459,836.62,246044,4.59,published,1980-10-16
928,ISBN-100928,The Turning Point 367,47,Biography,Japanese,Audiobook,740,550.01,57333,1.63,published,1999-09-11
929,ISBN-100929,The Unseen Path 408,47,Biography,Japanese,Paperback,132,597.93,15552,2.27,upcoming,2011-03-02
930,ISBN-100930,Forgotten Dreams 158,15,Mystery,English,E-Book,882,560.74,466165,4.73,published,2003-07-01
931,ISBN-100931,The Missing Piece 135,35,History,English,E-Book,181,2145.94,23071,4.77,out_of_print,2017-11-09
932,ISBN-100932,Shattered Illusions 527,28,Fiction,French,Paperback,197,1867.89,306198,2.16,published,1987-07-10
933,ISBN-100933,Falling into Place 373,14,Fantasy,Spanish,Hardcover,506,1367.08,356045,3.52,published,1993-12-20
934,ISBN-100934,The Endless Road 639,30,Fiction,French,Paperback,264,206.67,141351,3.58,published,2021-12-05
935,ISBN-100935,The Long Walk Home 794,22,Self-Help,French,Hardcover,444,596.95,200625,3.4,published,1982-02-01
936,ISBN-100936,Fragments of Hope 613,24,Self-Help,Spanish,Paperback,805,179.89,345085,2.51,upcoming,2010-02-15
937,ISBN-100937,The Open Door 96,37,Mystery,English,Hardcover,761,204.54,104350,3.78,published,1996-08-25
938,ISBN-100938,Beyond the Clouds 625,34,Fantasy,English,Paperback,867,1383.18,214143,3.02,published,2003-10-27
939,ISBN-100939,The Turning Point 275,49,History,Japanese,E-Book,375,735.66,73664,2.05,published,1994-05-08
940,ISBN-100940,A Thousand Miles 636,16,Self-Help,French,Hardcover,582,1052.57,228132,2.04,upcoming,2004-12-07
941,ISBN-100941,The Burning Sky 331,21,Fantasy,French,Paperback,122,2134.96,313007,1.38,upcoming,2012-11-23
942,ISBN-100942,The Unseen Path 265,27,Mystery,Spanish,E-Book,440,2401.02,131435,4.06,upcoming,2017-12-21
943,ISBN-100943,The Awakening 813,21,Fantasy,English,Hardcover,413,1080.2,314298,2.8,out_of_print,1985-08-21
944,ISBN-100944,Fragments of Hope 841,18,History,English,Paperback,688,756.61,367501,1.38,out_of_print,1985-12-11
945,ISBN-100945,A Thousand Miles 481,3,History,Japanese,Audiobook,259,2398.29,284365,4.7,published,2008-03-19
946,ISBN-100946,Echoes in the Dark 998,9,Non-Fiction,Spanish,Hardcover,321,187.48,482687,2.68,published,1990-06-20
947,ISBN-100947,The Broken Mirror 856,1,Science Fiction,Spanish,E-Book,840,1721.71,70078,4.98,upcoming,2004-05-05
948,ISBN-100948,The Broken Mirror 98,45,Mystery,English,Audiobook,388,2230.82,400588,2.49,published,2013-03-12
949,ISBN-100949,When Stars Fall 64,17,Fantasy,Spanish,Hardcover,690,1545.86,427592,1.61,published,2009-12-21
950,ISBN-100950,Shadows of Tomorrow 677,27,Mystery,French,E-Book,794,2050.78,459652,1.42,published,2011-01-09
951,ISBN-100951,Letters to Nobody 10,18,History,French,Audiobook,894,1045.67,66441,2.76,upcoming,2003-02-10
952,ISBN-100952,The Long Walk Home 460,42,Fantasy,Japanese,E-Book,626,726.31,299386,2.34,published,2018-05-23
953,ISBN-100953,Broken Silence 409,49,History,Japanese,E-Book,87,541.6,10595,1.18,published,2019-09-18
954,ISBN-100954,The Perfect Storm 654,2,Science Fiction,Filipino,E-Book,623,578.31,486652,1.99,published,1990-07-11
955,ISBN-100955,The Long Walk Home 354,4,Non-Fiction,Japanese,Audiobook,861,2280.71,236450,1.58,upcoming,2005-04-10
956,ISBN-100956,The Unfinished Story 673,50,Self-Help,Spanish,Hardcover,799,2143.54,138159,3.77,published,1997-09-12
957,ISBN-100957,A New Beginning 695,5,History,Japanese,Paperback,111,1145.15,452211,2.24,out_of_print,1985-07-03
958,ISBN-100958,Dark Reflections 259,34,Fantasy,English,Paperback,336,409.65,334103,2.61,published,1996-07-02
959,ISBN-100959,Searching for Light 321,44,Science Fiction,Filipino,Audiobook,448,2259.84,235501,1.27,out_of_print,1986-12-08
960,ISBN-100960,The Endless Road 6,30,Fiction,English,E-Book,549,1658.36,273371,2.81,upcoming,2000-10-17
961,ISBN-100961,Fragments of Hope 793,17,Fantasy,English,Audiobook,215,799.48,98482,3.77,out_of_print,1987-01-09
962,ISBN-100962,The Unfinished Story 89,17,Fantasy,French,Paperback,809,2342.48,195898,4.87,published,2012-05-14
963,ISBN-100963,The Perfect Storm 970,12,Biography,Japanese,Paperback,369,1276.29,274059,1.87,published,2010-07-01
964,ISBN-100964,Shadows of Tomorrow 217,23,Science Fiction,Spanish,E-Book,163,1627.51,281178,1.23,published,1996-02-24
965,ISBN-100965,The Unseen Path 212,20,Self-Help,Japanese,Hardcover,173,1582.45,214412,3.17,published,1983-11-16
966,ISBN-100966,The Lost Kingdom 287,13,Self-Help,English,Paperback,568,1017.17,251749,2.29,out_of_print,1987-12-05
967,ISBN-100967,Beyond the Horizon 165,50,Self-Help,Japanese,Paperback,832,1168.36,154186,4.54,published,1984-02-20
968,ISBN-100968,The Golden Age 474,43,Science Fiction,Filipino,Paperback,174,465.93,36624,3.97,published,1996-03-14
969,ISBN-100969,The Burning Sky 642,25,Biography,French,E-Book,227,1953.12,130216,3.02,published,1984-08-03
970,ISBN-100970,A Thousand Miles 232,43,Science Fiction,French,Audiobook,664,1983.67,406510,3.06,out_of_print,2008-12-09
971,ISBN-100971,A Thousand Miles 289,46,Non-Fiction,English,Hardcover,756,340.71,114404,4.65,upcoming,2006-01-23
972,ISBN-100972,The Perfect Storm 350,28,Fiction,Japanese,Hardcover,113,2298.08,496157,3.95,published,2022-06-06
973,ISBN-100973,The Empty Canvas 261,22,Self-Help,English,Audiobook,158,1891.22,394376,3.14,published,2023-06-17
974,ISBN-100974,The Unfinished Story 117,4,Non-Fiction,Spanish,Paperback,549,709.39,184418,1.67,upcoming,2011-03-03
975,ISBN-100975,Shadows of Tomorrow 703,17,Fantasy,French,Paperback,108,160.5,407631,4.94,published,2010-12-31
976,ISBN-100976,The Burning Sky 832,42,Fantasy,Japanese,E-Book,763,1814.83,296874,4.42,upcoming,2011-08-07
977,ISBN-100977,The Endless Road 273,23,Science Fiction,Spanish,Hardcover,684,1597.07,44671,1.21,out_of_print,2021-12-16
978,ISBN-100978,A New Beginning 396,47,Biography,English,Paperback,394,2080.47,223944,1.21,published,1995-05-29
979,ISBN-100979,The Turning Point 148,7,History,French,Audiobook,605,2165.68,102881,3.13,published,2007-12-22
980,ISBN-100980,Beyond the Horizon 706,44,Science Fiction,Spanish,Paperback,628,1699.02,406371,2.71,out_of_print,2000-05-17
981,ISBN-100981,Dark Reflections 614,46,Non-Fiction,English,Audiobook,192,2449.21,46273,1.2,out_of_print,2004-10-08
982,ISBN-100982,Beneath the Surface 365,4,Non-Fiction,Spanish,Audiobook,86,442.98,181653,3.81,published,2003-04-14
983,ISBN-100983,Forgotten Dreams 357,42,Fantasy,Spanish,E-Book,107,898.3,378718,1.43,published,1993-05-23
984,ISBN-100984,The Endless Road 355,22,Self-Help,Spanish,Hardcover,292,1084.57,324248,1.65,published,2022-05-02
985,ISBN-100985,Beneath the Surface 235,6,History,English,Hardcover,884,2082.91,118300,4.78,out_of_print,2008-11-21
986,ISBN-100986,Searching for Light 237,4,Non-Fiction,Spanish,Audiobook,276,542.77,29414,2.58,published,2019-12-26
987,ISBN-100987,The Turning Point 733,17,Fantasy,French,Audiobook,591,306.11,186726,4.56,published,1980-08-19
988,ISBN-100988,The Hidden Truth 122,2,Science Fiction,French,Hardcover,595,211.82,190026,4.66,upcoming,2012-05-24
989,ISBN-100989,The Last Sunrise 383,50,Self-Help,English,Paperback,197,1254.7,228749,2.85,out_of_print,2002-01-11
990,ISBN-100990,When Stars Fall 642,34,Fantasy,Spanish,Audiobook,575,1423.9,222615,3.65,published,1985-09-03
991,ISBN-100991,The Unfinished Story 998,6,History,Spanish,Paperback,328,1089.59,268165,1.65,upcoming,1987-12-18
992,ISBN-100992,Beyond the Clouds 87,18,History,English,E-Book,672,1767.47,419173,4.28,upcoming,2023-09-27
993,ISBN-100993,The Awakening 253,32,Self-Help,Filipino,Paperback,611,694.92,164386,1.5,published,2014-12-03
994,ISBN-100994,The Last Sunrise 528,22,Self-Help,Japanese,E-Book,682,1494.81,299242,2.35,upcoming,1985-09-19
995,ISBN-100995,A Thousand Miles 219,32,Self-Help,Filipino,E-Book,153,2286.06,203131,3.72,out_of_print,1993-11-02
996,ISBN-100996,The Missing Piece 989,45,Mystery,Filipino,Paperback,272,1626.96,432155,2.8,published,2002-07-16
997,ISBN-100997,Racing Against Time 270,26,Mystery,French,E-Book,733,1386.56,379487,3.65,out_of_print,1986-05-25
998,ISBN-100998,Into the Unknown 189,7,History,Filipino,E-Book,325,312.81,391406,1.9,published,2015-10-26
999,ISBN-100999,Into the Unknown 790,7,History,Spanish,E-Book,150,806.73,263556,1.58,upcoming,2003-09-30
1000,ISBN-101000,Echoes in the Dark 502,18,History,French,Hardcover,717,1936.92,17132,4.77,published,2011-10-24
